_id,Area_of_Origin,Building_Status,Business_Impact,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Exposures,Ext_agent_app_or_defer_time,Extent_Of_Fire,Final_Incident_Type,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Fire_Under_Control_Time,Ignition_Source,Incident_Number,Incident_Station_Area,Incident_Ward,Initial_CAD_Event_Type,Intersection,Last_TFS_Unit_Clear_Time,Latitude,Level_Of_Origin,Longitude,Material_First_Ignited,Method_Of_Fire_Control,Number_of_responding_apparatus,Number_of_responding_personnel,Possible_Cause,Property_Use,Smoke_Alarm_at_Fire_Origin,Smoke_Alarm_at_Fire_Origin_Alarm_Failure,Smoke_Alarm_at_Fire_Origin_Alarm_Type,Smoke_Alarm_Impact_on_Persons_Evacuating_Impact_on_Evacuation,Smoke_Spread,Sprinkler_System_Operation,Sprinkler_System_Presence,Status_of_Fire_On_Arrival,TFS_Alarm_Time,TFS_Arrival_Time,TFS_Firefighter_Casualties,Response_Minutes,Minutes_To_Control
199019,55 - Mechanical/Electrical Services Room,01 - Normal (no change),9 - Undetermined,0,0,1000000.0,120.0,,2013-01-30T05:20:00,2 - Confined to part of room/area of origin,"02 - Explosion (including during Fire, excluding Codes 3 & 11-13)",2 - Some persons (at risk) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2013-01-30 10:29:00,20 - Service/Utility Lines (includes power/hydro transmission lines),F13008680,312,27.0,FIHR,Davenport Rd / Yonge St / Church St,2013-01-30T19:27:24,43.67287,B03,-79.38786999999999,43 - Electrical Wiring Insulation,2 - Extinguished by automatic system,43,130,"60 - Other unintentional cause, not classified",323 - Multi-Unit Dwelling - Over 12 Units,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,2 - Some persons (at risk) self evacuated as a result of hearing alarm,8 - Entire Structure,1 - Sprinkler system activated,2 - Partial sprinkler system present,2 - Fire with no evidence from street,2013-01-30 05:11:14,2013-01-30 05:16:15,1,5.016666666666667,317.76666666666665
199031,99 - Undetermined  (formerly 98),01 - Normal (no change),8 - Not applicable (not a business),0,0,200000.0,3.0,,2015-12-31T21:53:00,"7 - Spread to other floors, confined to building",01 - Fire,9 - Undetermined,8 - Not applicable (no system),2 - No Fire alarm system,2015-12-31 21:53:30,999 - Undetermined,F15120570,345,18.0,FIR,Dufferin St / Shanly St,2016-01-01T16:58:29,43.66297,998,-79.43668000000001,99 - Undetermined (formerly 98),1 - Extinguished by fire department,27,89,99 - Undetermined,301 - Detached Dwelling,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,"8 - Not applicable: No alarm, no persons present",8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2015-12-31 21:42:57,2015-12-31 21:46:25,1,3.466666666666667,10.55
199040,78 - Attached Deck,01 - Normal (no change),8 - Not applicable (not a business),0,0,300000.0,3.0,,2015-07-14T11:10:41,"7 - Spread to other floors, confined to building",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2015-07-14 12:30:03,999 - Undetermined,F15065310,443,4.0,FIR,Allanhurst Dr / Newell Crt,2015-07-14T18:26:07,43.67947,001,-79.52449,48 - Multiple Objects or Materials,1 - Extinguished by fire department,24,77,99 - Undetermined,301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,"8 - Not applicable: No alarm, no persons present","7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2015-07-14 10:59:47,2015-07-14 11:04:54,1,5.116666666666666,90.26666666666667
199043,"21 - Living Area (e.g. living, TV, recreation, etc)",01 - Normal (no change),9 - Undetermined,4,4,100000.0,2.0,,2014-03-07T03:16:20,"4 - Spread beyond room of origin, same floor",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2014-03-07 03:41:30,999 - Undetermined,F14021352,345,18.0,FIR,Dupont St / Dovercourt Rd,2014-03-07T14:20:30,43.6697,002,-79.43276,99 - Undetermined (formerly 98),1 - Extinguished by fire department,25,71,99 - Undetermined,321 - Multi-Unit Dwelling - 2 to 6 Units,1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,2 - Some persons (at risk) self evacuated as a result of hearing alarm,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2014-03-07 03:09:22,2014-03-07 03:15:03,1,5.683333333333334,32.13333333333333
199044,42 - Garage,01 - Normal (no change),8 - Not applicable (not a business),0,0,250000.0,997.0,3.0,2016-05-23T10:42:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),1 -  Fire alarm system present,2016-05-23 11:10:00,999 - Undetermined,F16045166,426,18.0,FIR,Beaconsfield Ave / Rusholme Dr / Dundas St W,2016-05-23T16:08:16,43.64956,001,-79.42811999999999,99 - Undetermined (formerly 98),1 - Extinguished by fire department,23,70,99 - Undetermined,365 - Detached Garage,1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,"8 - Not applicable: No alarm, no persons present",10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,8 - Exposure involved,2016-05-23 10:35:45,2016-05-23 10:40:04,1,4.316666666666666,34.25
199053,99 - Undetermined  (formerly 98),01 - Normal (no change),5 - May not resume operations,0,0,2000000.0,997.0,1.0,2014-12-25T19:31:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2014-12-26 03:00:00,999 - Undetermined,F14113861,312,27.0,FICI,Avenue Rd / Webster Ave,2014-12-28T16:27:02,43.67364,998,-79.39614,99 - Undetermined (formerly 98),1 - Extinguished by fire department,90,297,99 - Undetermined,"331 - Apartment, Flat, Tenement with Business",9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,"8 - Not applicable: No alarm, no persons present",10 - Spread beyond building of origin,9 - Activation/operation undetermined,9 - Undetermined,"5 - Flames showing from large area (more than one storey, large area outdoors)",2014-12-25 19:23:56,2014-12-25 19:28:00,2,4.066666666666666,456.06666666666666
199054,50 - Basement/cellar (not partitioned),01 - Normal (no change),8 - Not applicable (not a business),1,0,300000.0,997.0,4.0,2013-03-10T19:11:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2013-03-10 21:23:12,999 - Undetermined,F13019312,423,17.0,FIR,Pelham Park Gdns / Osler St / Lindner St,2013-03-11T16:50:32,43.6686,B01,-79.45877,99 - Undetermined (formerly 98),1 - Extinguished by fire department,61,193,99 - Undetermined,"303 - Attached Dwelling (eg. rowhouse, townhouse, etc.)",2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2013-03-10 19:03:51,2013-03-10 19:09:02,1,5.183333333333334,139.35
199057,50 - Basement/cellar (not partitioned),01 - Normal (no change),1 - No business interruption,1,0,500000.0,0.0,,2015-01-01T07:04:33,"7 - Spread to other floors, confined to building",01 - Fire,9 - Undetermined,8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2015-01-01 10:47:30,999 - Undetermined,F15000129,123,34.0,FIR,Karen Rd / Camwood Cres,2015-01-02T15:49:03,43.76084,B01,-79.3396,99 - Undetermined (formerly 98),1 - Extinguished by fire department,42,128,99 - Undetermined,301 - Detached Dwelling,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,99 - Reason for inoperation undetermined,9 - Type undetermined,9 - Undetermined,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2015-01-01 06:49:40,2015-01-01 06:55:41,1,6.016666666666667,237.83333333333334
199064,"21 - Living Area (e.g. living, TV, recreation, etc)",01 - Normal (no change),9 - Undetermined,0,10,250000.0,10.0,,2014-03-20T02:03:11,"4 - Spread beyond room of origin, same floor",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2014-03-20 02:48:02,999 - Undetermined,F14025212,315,20.0,FIR,Spadina Ave / St Andrew St,2014-03-20T15:05:47,43.6544,002,-79.39864,99 - Undetermined (formerly 98),1 - Extinguished by fire department,28,85,99 - Undetermined,311 - Rooming/Boarding/Lodging House,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,99 - Reason for inoperation undetermined,9 - Type undetermined,9 - Undetermined,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2014-03-20 01:53:12,2014-03-20 01:57:58,1,4.766666666666667,54.833333333333336
199076,49 - Other Storage Area,02 - Under Renovation,5 - May not resume operations,0,0,1000000.0,997.0,,2012-01-09T06:37:11,8 - Entire Structure,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",2 - Fire alarm system did not operate,1 -  Fire alarm system present,2012-01-10 12:00:00,999 - Undetermined,F12003343,423,17.0,FICI,Pelham Ave / Osler St,2012-01-20T22:00:10,43.66758,001,-79.45833,99 - Undetermined (formerly 98),1 - Extinguished by fire department,436,1275,99 - Undetermined,"760 - Sto: Warehouse, variety of items, not classified by codes",9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,"8 - Not applicable: No alarm, no persons present",8 - Entire Structure,5 - Did not activate: reason unknown,1 - Full sprinkler system present,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2012-01-09 06:11:50,2012-01-09 06:18:48,3,6.966666666666667,1788.1666666666667
199078,50 - Basement/cellar (not partitioned),01 - Normal (no change),8 - Not applicable (not a business),0,0,500000.0,997.0,2.0,2014-04-09T08:01:29,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2014-04-09 09:44:26,999 - Undetermined,F14030903,345,18.0,FIR,Perth Ave / Hugo Ave,2014-04-10T06:02:19,43.66632,B01,-79.45275,99 - Undetermined (formerly 98),1 - Extinguished by fire department,33,99,99 - Undetermined,"303 - Attached Dwelling (eg. rowhouse, townhouse, etc.)",2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,9 - Undetermined,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2014-04-09 07:53:27,2014-04-09 07:57:28,3,4.016666666666667,110.98333333333333
199087,64 - Porch or Balcony,01 - Normal (no change),2 - May resume operations within a week,0,0,500000.0,10.0,,2013-05-06T14:30:00,6 - Multi unit bldg: spread to separate suite(s),01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2013-05-06 15:04:52,999 - Undetermined,F13034435,423,13.0,FIHR,Dundas St W / Medland St,2013-05-07T15:12:57,43.66544,003,-79.46725,99 - Undetermined (formerly 98),1 - Extinguished by fire department,45,140,99 - Undetermined,322 - Multi-Unit Dwelling - 7 to 12 Units,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,6 - Multi unit bldg: spread to separate suite(s),8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2013-05-06 14:16:47,2013-05-06 14:20:19,3,3.533333333333333,48.083333333333336
199088,"21 - Living Area (e.g. living, TV, recreation, etc)",01 - Normal (no change),8 - Not applicable (not a business),2,1,2000000.0,2.0,,2013-05-16T01:45:00,"7 - Spread to other floors, confined to building",01 - Fire,9 - Undetermined,2 - Fire alarm system did not operate,9 - Undetermined,2013-05-16 03:03:57,999 - Undetermined,F13037237,122,25.0,FIR,Gordon Rd / Fenn Ave,2013-05-16T17:44:44,43.74888,B01,-79.38979,19 - Other Building Component,1 - Extinguished by fire department,36,119,99 - Undetermined,301 - Detached Dwelling,3 - Floor/suite of fire origin: Smoke alarm present did not operate,9 - Other reason,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2013-05-16 01:34:41,2013-05-16 01:40:06,2,5.416666666666667,89.26666666666667
199098,24 - Cooking Area or Kitchen,01 - Normal (no change),8 - Not applicable (not a business),2,0,300000.0,12.0,3.0,2015-08-27T06:24:48,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2015-08-27 07:25:00,999 - Undetermined,F15080030,315,20.0,FIR,Kensington Ave / Fitzroy Ter,2015-08-27T18:36:16,43.65344,002,-79.4002,"21 - Upholstered Sofa, Chair, etc.",1 - Extinguished by fire department,30,101,99 - Undetermined,"303 - Attached Dwelling (eg. rowhouse, townhouse, etc.)",2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2015-08-27 06:12:39,2015-08-27 06:16:49,4,4.166666666666667,72.35
199100,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),8 - Not applicable (not a business),0,0,600000.0,6.0,,2015-02-16T14:36:53,"7 - Spread to other floors, confined to building",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,1 -  Fire alarm system present,2015-02-16 16:43:09,999 - Undetermined,F15015555,313,27.0,FIR,Glen Rd / Maple Ave,2015-02-17T14:47:31,43.6749,B01,-79.37561,99 - Undetermined (formerly 98),1 - Extinguished by fire department,43,130,99 - Undetermined,321 - Multi-Unit Dwelling - 2 to 6 Units,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,99 - Reason for inoperation undetermined,9 - Type undetermined,"8 - Not applicable: No alarm, no persons present",8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2015-02-16 12:57:27,2015-02-16 13:01:53,2,4.433333333333334,225.7
199101,24 - Cooking Area or Kitchen,01 - Normal (no change),1 - No business interruption,0,0,80000.0,200.0,,2012-03-21T15:40:00,3 - Spread to entire room of origin,01 - Fire,2 - Some persons (at risk) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2012-03-21 15:58:26,"11 - Stove, Range-top burner",F12031023,113,40.0,FIHR,Finch Ave E / Pharmacy Ave,2012-03-21T18:55:02,43.79433,014,-79.32597,"74 - Cooking Oil, Grease",1 - Extinguished by fire department,18,55,"60 - Other unintentional cause, not classified",323 - Multi-Unit Dwelling - Over 12 Units,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,2 - Some persons (at risk) self evacuated as a result of hearing alarm,"7 - Spread to other floors, confined to building",2 - Did not activate: remote from fire,2 - Partial sprinkler system present,2 - Fire with no evidence from street,2012-03-21 15:19:46,2012-03-21 15:24:24,1,4.633333333333334,38.666666666666664
199108,49 - Other Storage Area,01 - Normal (no change),2 - May resume operations within a week,0,0,20000.0,0.0,1.0,2015-09-05T15:10:28,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,3 - No one (at risk) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2015-09-05 15:52:42,"93 - Hot Ashes, Embers, Spark",F15083237,345,17.0,FICI,Geary Ave / Grogan Mews,2015-09-05T17:54:43,43.66892,999,-79.44265,"51 - Bush, Grass, Tree, Leaves, etc.",1 - Extinguished by fire department,19,59,"60 - Other unintentional cause, not classified","739 - Sto: Other Wood, Furniture, Paper Products, Printing",1 - Floor/suite of fire origin: No smoke alarm,4 - Remote from fire – smoke did not reach alarm,8 - Not applicable - no smoke alarm or presence undetermined,3 - No one (at risk) evacuated as a result of hearing alarm,10 - Spread beyond building of origin,2 - Did not activate: remote from fire,1 - Full sprinkler system present,"7 - Fully involved (total structure, vehicle, spreading outdoor fire)",2015-09-05 15:05:32,2015-09-05 15:08:28,1,2.933333333333333,47.166666666666664
199122,99 - Undetermined  (formerly 98),01 - Normal (no change),5 - May not resume operations,0,3,1500000.0,997.0,1.0,2013-07-13T05:07:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2013-07-13 08:08:00,999 - Undetermined,F13056423,324,30.0,FICI,Gerrard St E / Broadview Ave,2013-07-20T10:49:25,43.665490000000005,998,-79.35262,99 - Undetermined (formerly 98),1 - Extinguished by fire department,75,227,99 - Undetermined,"331 - Apartment, Flat, Tenement with Business",2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,9 - Undetermined,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2013-07-13 04:59:24,2013-07-13 05:03:42,3,4.3,188.6
199136,"45 - Supply Storage Room (inc maintenance/office/document storage, et",01 - Normal (no change),4 - May resume operations within a year,0,0,200000.0,0.0,,2017-09-18T02:33:42,"4 - Spread beyond room of origin, same floor",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2017-09-18 06:00:00,999 - Undetermined,F17089775,222,37.0,FICI,Crockford Blvd / Minford Ave,2017-09-18T19:39:34,43.73787,001,-79.28765,99 - Undetermined (formerly 98),1 - Extinguished by fire department,45,141,"98 - Unintentional, cause undetermined",405 - General Business Office,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2017-09-18 02:25:42,2017-09-18 02:31:25,1,5.716666666666667,214.3
199137,64 - Porch or Balcony,01 - Normal (no change),8 - Not applicable (not a business),0,0,300000.0,16.0,,2017-10-19T18:28:07,6 - Multi unit bldg: spread to separate suite(s),01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,1 -  Fire alarm system present,2017-10-19 19:44:35,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",F17101893,433,6.0,FIHR,Lake Shore Blvd W / Palace Pier Crt,2017-10-20T16:53:02,43.63126,B03,-79.47554000000001,"22 - Non-upholstered Chair, etc.",1 - Extinguished by fire department,51,144,45 - Improperly Discarded,"303 - Attached Dwelling (eg. rowhouse, townhouse, etc.)","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,9 - Undetermined,6 - Multi unit bldg: spread to separate suite(s),2 - Did not activate: remote from fire,1 - Full sprinkler system present,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2017-10-19 18:18:50,2017-10-19 18:27:21,1,8.516666666666667,85.75
199139,"21 - Living Area (e.g. living, TV, recreation, etc)",01 - Normal (no change),8 - Not applicable (not a business),1,1,25000.0,5.0,,2017-11-26T14:42:58,2 - Confined to part of room/area of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2017-11-26 15:18:33,999 - Undetermined,F17121428,426,14.0,FIR,King St W / Spencer Ave,2017-11-26T23:45:17,43.63821,B01,-79.43092,99 - Undetermined (formerly 98),1 - Extinguished by fire department,15,36,"98 - Unintentional, cause undetermined",321 - Multi-Unit Dwelling - 2 to 6 Units,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,9 - Other reason,9 - Type undetermined,9 - Undetermined,6 - Multi unit bldg: spread to separate suite(s),8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2017-11-26 14:35:33,2017-11-26 14:39:35,1,4.033333333333333,43.0
199164,62 - Roof,01 - Normal (no change),8 - Not applicable (not a business),0,0,150000.0,60.0,,2011-02-18T20:40:00,"4 - Spread beyond room of origin, same floor",01 - Fire,1 - All persons (at risk of injury) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2011-02-19 01:30:00,20 - Service/Utility Lines (includes power/hydro transmission lines),F11020097,343,21.0,CC,Bathurst St / Tichester Rd,2011-02-19T10:02:54,43.68541,996,-79.41924,19 - Other Building Component,1 - Extinguished by fire department,37,119,52 - Electrical Failure,323 - Multi-Unit Dwelling - Over 12 Units,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,7 - Not applicable: Occupant(s) first alerted by other means,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,9 - Unclassified,2011-02-18 20:09:04,2011-02-18 20:15:33,1,6.483333333333333,320.93333333333334
199165,24 - Cooking Area or Kitchen,01 - Normal (no change),8 - Not applicable (not a business),0,0,125000.0,15.0,,2011-03-11T03:57:00,"4 - Spread beyond room of origin, same floor",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2011-03-11 04:09:05,"11 - Stove, Range-top burner",F11028340,325,27.0,FIR,Jarvis St / Gerrard St E,2011-03-11T07:00:45,43.66044,B01,-79.3759,"74 - Cooking Oil, Grease",1 - Extinguished by fire department,18,54,44 - Unattended,311 - Rooming/Boarding/Lodging House,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,9 - Undetermined,8 - Entire Structure,1 - Sprinkler system activated,2 - Partial sprinkler system present,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-03-11 03:47:51,2011-03-11 03:53:11,3,5.333333333333333,21.233333333333334
199174,42 - Garage,01 - Normal (no change),8 - Not applicable (not a business),0,0,80000.0,3.0,,2011-01-08T14:12:32,"7 - Spread to other floors, confined to building",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,1 - Fire alarm system operated,8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-01-08 14:24:23,82 - Vehicle - Mechanical,F11003288,443,4.0,FIR,Hartsdale Dr / Ashmount Cres,2011-01-08T16:02:48,43.68608,001,-79.5438,47 - Vehicle,1 - Extinguished by fire department,16,47,"60 - Other unintentional cause, not classified",301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),9 - Undetermined,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2011-01-08 14:03:46,2011-01-08 14:07:36,1,3.8333333333333335,20.616666666666667
199183,24 - Cooking Area or Kitchen,01 - Normal (no change),1 - No business interruption,0,0,200000.0,4.0,,2011-01-15T19:45:00,"4 - Spread beyond room of origin, same floor",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,1 - Fire alarm system operated,1 -  Fire alarm system present,2011-01-15 20:15:00,"28 - Cord, Cable for Appliance, Electrical Articles",F11006152,342,17.0,FIR,Via Italia / Rosemount Ave,2011-01-15T22:15:08,43.67577,001,-79.44497,19 - Other Building Component,1 - Extinguished by fire department,16,47,52 - Electrical Failure,301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),"8 - Not applicable: No alarm, no persons present",8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-01-15 19:39:09,2011-01-15 19:43:53,2,4.733333333333333,35.85
199192,29 - Electronic Equipment,01 - Normal (no change),9 - Undetermined,0,0,50000.0,0.0,,2011-01-24T03:00:00,2 - Confined to part of room/area of origin,01 - Fire,1 - All persons (at risk of injury) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2011-01-24 03:33:00,"23 - Distribution Equipment (includes panel boards, fuses, circuit br",F11009624,441,2.0,FICI,Attwell Dr / McLachlan Dr,2011-01-24T05:56:25,43.69335,001,-79.58851999999999,99 - Undetermined (formerly 98),1 - Extinguished by fire department,23,71,99 - Undetermined,"671 - Mfg: Primary Metal Processing (eg refining, melting, etc)",2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,8 - Entire Structure,1 - Sprinkler system activated,1 - Full sprinkler system present,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2011-01-24 02:43:02,2011-01-24 02:50:23,2,7.35,49.96666666666667
199205,49 - Other Storage Area,01 - Normal (no change),5 - May not resume operations,0,0,100000.0,0.0,,2011-01-21T07:03:49,8 - Entire Structure,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2011-01-21 05:03:45,999 - Undetermined,F11008337,423,11.0,FICI,Keele St / Junction Rd,2011-01-21T21:01:10,43.66786,001,-79.46561,99 - Undetermined (formerly 98),1 - Extinguished by fire department,23,72,99 - Undetermined,"760 - Sto: Warehouse, variety of items, not classified by codes",1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,"8 - Not applicable: No alarm, no persons present",8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2011-01-21 03:45:35,2011-01-21 03:49:39,2,4.066666666666666,78.16666666666667
